0,1,1284.6,599.788,157.703,168.596,0,0.930816,183.945,77.3285
0,2,2567.14,1896.52,171.854,183.813,0,0.926268,201.219,87.8167
0,3,2104.34,1079.85,183.197,175.017,0,0.922004,190.774,136.542
0,4,1582.25,1364.87,168.178,163.651,0,0.921562,186.174,86.2523
0,5,1440.59,223.623,158.618,173.55,0,0.920057,171.192,102.699
0,6,1077.83,1645.66,177.794,168.059,0,0.919377,174.648,161.276
0,7,980.361,434.89,168.127,179.089,0,0.918861,194.307,89.0579
0,8,1140.35,1911,176.805,167.433,0,0.918843,185.755,81.5114
0,9,2996.04,1995.38,231.143,240.409,0,0.918323,243.509,99.1801
0,10,1115.92,385.058,133.481,145.649,0,0.917802,153.246,83.0607
0,11,2375.02,1634.67,183.712,189.178,0,0.915275,206.198,94.6405
0,12,147.521,1225.7,198.2,166.21,0,0.91507,186.92,169.957
0,13,1694.74,1101.96,190.328,179.527,0,0.914991,198.338,129.157
0,14,638.856,78.5922,172.198,154.433,0,0.913987,196.926,84.0788
0,15,559.717,826.328,197.921,182.344,0,0.91246,194.917,164.824
0,16,811.814,259.049,174.193,181.387,0,0.912168,201.099,87.0085
0,17,648.955,624.351,178.145,167.581,0,0.907995,181.448,126.425
0,18,103.7,1128.85,201.551,165.878,0,0.907773,185.315,166.891
0,19,569.198,554.1,231.934,222.845,0,0.906764,240.493,163.524
0,20,758.263,754.414,166.345,163.928,0,0.90402,173.542,125.274
0,21,2210.66,449.322,184.3,158.272,0,0.903182,174.707,148.213
0,22,665.683,2027.54,163.273,155.945,0,0.902092,nan,nan
0,23,399.186,580.901,176.383,168.77,0,0.901419,181.485,133.454
0,24,395.138,1580.38,154.544,134.897,0,0.899873,nan,nan
0,25,618.203,902.906,164.447,157.873,0,0.898357,163.991,138.923
0,26,835.705,820.204,147.135,143.753,0,0.896296,150.461,117.369
0,27,482.431,761.173,165.483,157.997,0,0.892809,167.184,134.315
0,28,346.11,359.403,178.253,166.321,0,0.886,181.598,119.199
0,29,727.803,1047.86,144.607,137.607,0,0.878355,141.687,129.769
0,30,1282.87,55.4029,146.044,107.108,0,0.878232,193.255,86.7121
0,31,449.124,394.471,171.339,183.045,0,0.876174,195.555,115.419
0,32,2875.18,76.2635,200.535,148.41,0,0.868985,197.834,107.889
0,33,322.474,264.439,162.485,153.44,0,0.867208,166.215,104.927
0,34,2447.93,2097.7,163.187,116.537,0,0.85577,186.634,92.3233
0,35,771.791,1126.73,168.866,161.071,0,0.854879,168.477,137.537
0,36,52.4125,942.893,104.522,172.176,0,0.84976,nan,nan
0,37,78.2866,1032.1,156.573,178.503,0,0.84363,195.543,183.793
0,38,87.1306,60.1615,136.563,117.123,0,0.807804,nan,nan
0,39,17.9832,852.534,35.9663,133.726,0,0.726229,nan,nan
0,40,177.036,100.948,140.183,142.303,0,0.681997,nan,nan
1,1,1280.87,604.732,159.13,168.9,0,0.932445,183.945,77.3285
1,2,2574.29,1891.05,172.781,182.946,0,0.925323,201.219,87.8167
1,3,2118.08,1066.34,186.085,178.132,0,0.917149,190.774,136.542
1,4,1584.83,1367.04,168.912,163.472,0,0.924199,186.174,86.2523
1,5,1434.05,227.551,159.122,170.86,0,0.921871,171.192,102.699
1,6,1077.72,1656.13,176.196,166.813,0,0.921246,174.648,161.276
1,7,975.001,442.473,168.231,179.181,0,0.917949,194.307,89.0579
1,8,1157.64,1907.46,177.329,166.144,0,0.912953,185.755,81.5114
1,9,3004.51,1987.32,231.252,236.701,0,0.918829,243.509,99.1801
1,10,1110.76,391.349,133.28,143.869,0,0.921162,153.246,83.0607
1,11,2379.05,1631.27,182.753,185.885,0,0.918258,206.198,94.6405
1,12,149.324,1239.36,196.871,167.932,0,0.917837,186.92,169.957
1,13,1691.98,1105.69,188.57,180.162,0,0.915815,198.338,129.157
1,14,631.564,84.6437,173.952,162.575,0,0.913029,196.926,84.0788
1,15,557.739,835.339,197.11,183.223,0,0.905322,194.917,164.824
1,16,805.504,267.87,174.677,180.301,0,0.884305,201.099,87.0085
1,17,645.412,634.039,176.151,168.857,0,0.906562,181.448,126.425
1,18,104.406,1142.31,200.319,163.262,0,0.910966,185.315,166.891
1,19,565.809,565.439,231.805,224.048,0,0.899647,240.493,163.524
1,20,757.237,763.811,169.292,164.685,0,0.903131,173.542,125.274
1,21,2200.43,451.277,182.802,159.729,0,0.91428,174.707,148.213
1,22,666.954,2041.98,162.123,154.226,0,0.911171,nan,nan
1,23,395.254,592.254,174.833,169.274,0,0.905471,181.485,133.454
1,24,399.236,1593.01,154.069,136.844,0,0.899406,nan,nan
1,25,616.816,912.826,163.196,157.045,0,0.90834,163.991,138.923
1,26,834.912,827.826,146.674,144.61,0,0.904902,150.461,117.369
1,27,480.126,772.046,164.328,158.444,0,0.888629,167.184,134.315
1,28,342.485,371.331,176.446,164.492,0,0.888254,181.598,119.199
1,29,728.95,1056.92,145.211,135.799,0,0.886049,141.687,129.769
